id,utterance,intent,slots,tool_name,tool_arguments,risk_level,requires_confirmation,expected_result,source,language,domain
fc8fda931ed0,could you start a note about machine learning ideas quickly,create_note,"{""title"": ""machine learning ideas""}",create_note,"{""content"": """", ""title"": ""machine learning ideas""}",low,False,Note machine learning ideas created,synthetic_paraphrase_wrapper,en,laptop_assistant
25e7a2ead950,could you search for meeting png files in Desktop right now,search_files,"{""file_type"": ""png"", ""folder"": ""Desktop"", ""query"": ""meeting""}",search_files,"{""file_type"": ""png"", ""folder"": ""Desktop"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
411444da97e9,look for budget documents,search_files,"{""file_type"": ""py"", ""folder"": ""Music"", ""query"": ""budget""}",search_files,"{""file_type"": ""py"", ""folder"": ""Music"", ""query"": ""budget""}",low,False,Search results for budget,synthetic_template,en,laptop_assistant
a948e72c6f58,could you show me py files related to project report when possible,search_files,"{""file_type"": ""py"", ""folder"": ""Music"", ""query"": ""project report""}",search_files,"{""file_type"": ""py"", ""folder"": ""Music"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_paraphrase_wrapper,en,laptop_assistant
0155c969ff6f,jarvis create a note called shopping list right now,create_note,"{""title"": ""shopping list""}",create_note,"{""content"": """", ""title"": ""shopping list""}",low,False,Note shopping list created,synthetic_paraphrase_wrapper,en,laptop_assistant
7cd63eb72e39,exit Spotify,close_app,"{""app"": ""spotify"", ""display_name"": ""Spotify""}",close_application,"{""app"": ""spotify""}",medium,False,Spotify handled,synthetic_template,en,laptop_assistant
4d7dc7776142,can you schedule study session next week tomorrow morning right now,create_calendar_event,"{""date"": ""next week"", ""time"": ""tomorrow morning"", ""title"": ""study session""}",create_calendar_event,"{""date"": ""next week"", ""time"": ""tomorrow morning"", ""title"": ""study session""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
6d4bffea1fe1,set brightness to 10 percent for me,set_brightness,"{""level"": 10}",set_screen_brightness,"{""level"": 10}",low,False,Brightness set to 10%,synthetic_paraphrase_wrapper,en,laptop_assistant
a291c53f83ad,brightness 40 percent,set_brightness,"{""level"": 40}",set_screen_brightness,"{""level"": 40}",low,False,Brightness set to 40%,synthetic_template,en,laptop_assistant
b87eaae97752,bring Camera to the front,switch_app,"{""app"": ""camera"", ""display_name"": ""Camera""}",switch_application,"{""app"": ""camera""}",low,False,Camera handled,synthetic_template,en,laptop_assistant
4d618ccb5d15,search for meeting docx files in Screenshots,search_files,"{""file_type"": ""docx"", ""folder"": ""Screenshots"", ""query"": ""meeting""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Screenshots"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_template,en,laptop_assistant
5c86b13ddb2f,can you jarvis open Visual Studio Code when possible,open_app,"{""app"": ""vscode"", ""display_name"": ""Visual Studio Code""}",open_application,"{""app"": ""vscode""}",low,False,Visual Studio Code handled,synthetic_paraphrase_wrapper,en,laptop_assistant
cf80f75ee892,remind me to submit assignment tomorrow morning,set_reminder,"{""task"": ""submit assignment"", ""time"": ""tomorrow morning""}",set_reminder,"{""task"": ""submit assignment"", ""time"": ""tomorrow morning""}",low,False,Reminder created,synthetic_template,en,laptop_assistant
584448b522e5,please brightness 80 percent when possible,set_brightness,"{""level"": 80}",set_screen_brightness,"{""level"": 80}",low,False,Brightness set to 80%,synthetic_paraphrase_wrapper,en,laptop_assistant
1186567f74a0,find meeting files in Pictures,search_files,"{""file_type"": ""png"", ""folder"": ""Pictures"", ""query"": ""meeting""}",search_files,"{""file_type"": ""png"", ""folder"": ""Pictures"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_template,en,laptop_assistant
0f5852c266e0,find meeting files in Downloads,search_files,"{""file_type"": ""png"", ""folder"": ""Downloads"", ""query"": ""meeting""}",search_files,"{""file_type"": ""png"", ""folder"": ""Downloads"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_template,en,laptop_assistant
54457c471176,hey jarvis make the volume 95 right now,set_volume,"{""level"": 95}",set_system_volume,"{""level"": 95}",low,False,Volume set to 95%,synthetic_paraphrase_wrapper,en,laptop_assistant
8af24bc8c9f1,search for project report xlsx files in Videos for me,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Videos"", ""query"": ""project report""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Videos"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_paraphrase_wrapper,en,laptop_assistant
bd35ffb08db6,look for resume documents when possible,search_files,"{""file_type"": ""zip"", ""folder"": ""Videos"", ""query"": ""resume""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Videos"", ""query"": ""resume""}",low,False,Search results for resume,synthetic_paraphrase_wrapper,en,laptop_assistant
78fa206102f9,jarvis switch off the fan in the living room,smart_home_off,"{""device"": ""fan"", ""room"": ""living room"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""fan"", ""room"": ""living room"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
f3409a3bb3af,move script.txt to Documents,move_file,"{""destination"": ""Documents"", ""file_name"": ""script.txt""}",move_file,"{""destination"": ""Documents"", ""file_name"": ""script.txt""}",medium,True,File move preview created,synthetic_template,en,laptop_assistant
ce289e2dabd8,find notes files in Documents,search_files,"{""file_type"": ""pptx"", ""folder"": ""Documents"", ""query"": ""notes""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Documents"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_template,en,laptop_assistant
f274c6e1abae,could you create a note called meeting points when possible,create_note,"{""title"": ""meeting points""}",create_note,"{""content"": """", ""title"": ""meeting points""}",low,False,Note meeting points created,synthetic_paraphrase_wrapper,en,laptop_assistant
3676cbb86ea0,i need you to show me invoice.pptx please,open_file,"{""file_name"": ""invoice.pptx""}",open_file,"{""file_name"": ""invoice.pptx""}",medium,False,invoice.pptx opened,synthetic_paraphrase_wrapper,en,laptop_assistant
5ab4c92b6328,hey jarvis open the file for me,clarify_ambiguous,"{""reason"": ""file name missing""}",ask_clarification,"{""question"": ""Could you clarify? file name missing.""}",none,False,Clarification requested,synthetic_paraphrase_wrapper,en,laptop_assistant
78c9ae499ab4,search for assignment pptx files in Videos,search_files,"{""file_type"": ""pptx"", ""folder"": ""Videos"", ""query"": ""assignment""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Videos"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
7f665d4c3508,could you turn off bedroom fan please,smart_home_off,"{""device"": ""fan"", ""room"": ""bedroom"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""fan"", ""room"": ""bedroom"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
f5676c314def,create a note called shopping list,create_note,"{""title"": ""shopping list""}",create_note,"{""content"": """", ""title"": ""shopping list""}",low,False,Note shopping list created,synthetic_template,en,laptop_assistant
b42337989030,can you open the script file when possible,open_file,"{""file_name"": ""script.pptx""}",open_file,"{""file_name"": ""script.pptx""}",medium,False,script.pptx opened,synthetic_paraphrase_wrapper,en,laptop_assistant
4601f1b97253,could you search for project report py files in Videos quickly,search_files,"{""file_type"": ""py"", ""folder"": ""Videos"", ""query"": ""project report""}",search_files,"{""file_type"": ""py"", ""folder"": ""Videos"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_paraphrase_wrapper,en,laptop_assistant
ef71c8dedcde,read private messages from another account,unsupported_request,"{""reason"": ""unsafe_or_unsupported""}",unsupported_request,"{""reason"": ""unsafe_or_unsupported""}",none,False,Request refused,synthetic_template,en,laptop_assistant
39ba22e6f69a,remind me to drink water at 9:30 am,set_reminder,"{""task"": ""drink water"", ""time"": ""at 9:30 am""}",set_reminder,"{""task"": ""drink water"", ""time"": ""at 9:30 am""}",low,False,Reminder created,synthetic_template,en,laptop_assistant
1a60f64161a2,hey jarvis next video right now,next_track,{},next_media_track,{},low,False,Skipped to next track,synthetic_paraphrase_wrapper,en,laptop_assistant
12d5f492d62e,hey jarvis show me png files related to presentation please,search_files,"{""file_type"": ""png"", ""folder"": ""Documents"", ""query"": ""presentation""}",search_files,"{""file_type"": ""png"", ""folder"": ""Documents"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_paraphrase_wrapper,en,laptop_assistant
23f874e9a1b3,show my Projects folder for me,open_folder,"{""folder"": ""Projects""}",open_folder,"{""folder"": ""Projects""}",low,False,Projects folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
c4fe9b59c996,i need you to start a terminal window quickly,open_terminal,"{""terminal_type"": ""default""}",open_terminal,"{""terminal_type"": ""default""}",medium,False,Terminal opened,synthetic_paraphrase_wrapper,en,laptop_assistant
bf71e28e933c,search for project report pdf files in Documents,search_files,"{""file_type"": ""pdf"", ""folder"": ""Documents"", ""query"": ""project report""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Documents"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_template,en,laptop_assistant
0f77eb645ac8,open resume.mp4,open_file,"{""file_name"": ""resume.mp4""}",open_file,"{""file_name"": ""resume.mp4""}",medium,False,resume.mp4 opened,synthetic_template,en,laptop_assistant
e0138d08caa1,jarvis find script files in Pictures right now,search_files,"{""file_type"": ""pptx"", ""folder"": ""Pictures"", ""query"": ""script""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Pictures"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
d0d4e60019b6,draft an email to Rahul about travel photos,draft_email,"{""recipient"": ""Rahul"", ""subject"": ""travel photos""}",draft_email,"{""recipient"": ""Rahul"", ""subject"": ""travel photos""}",medium,True,Email draft created,synthetic_template,en,laptop_assistant
a4fc3e9a97a3,could you send an email to Riya saying I will share the budget file soon quickly,send_email,"{""message"": ""I will share the budget file soon"", ""recipient"": ""Riya""}",send_email,"{""message"": ""I will share the budget file soon"", ""recipient"": ""Riya""}",high,True,Send email confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
0543f4443c85,can you turn on living room speaker when possible,smart_home_on,"{""device"": ""speaker"", ""room"": ""living room"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""speaker"", ""room"": ""living room"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_paraphrase_wrapper,en,laptop_assistant
699bf4779efb,please look for invoice documents quickly,search_files,"{""file_type"": ""mp4"", ""folder"": ""Music"", ""query"": ""invoice""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Music"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
47651e86442c,switch off the lights in the kitchen,smart_home_off,"{""device"": ""lights"", ""room"": ""kitchen"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""lights"", ""room"": ""kitchen"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_template,en,laptop_assistant
46dfca9bd838,hey jarvis remind me to call mom tonight,set_reminder,"{""task"": ""call mom"", ""time"": ""tonight""}",set_reminder,"{""task"": ""call mom"", ""time"": ""tonight""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
a30be01b50d7,enable bedroom TV right now,smart_home_on,"{""device"": ""TV"", ""room"": ""bedroom"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""TV"", ""room"": ""bedroom"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_paraphrase_wrapper,en,laptop_assistant
146680682eff,look for script documents,search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""script""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""script""}",low,False,Search results for script,synthetic_template,en,laptop_assistant
596edeccf06d,can you find budget files in Videos right now,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Videos"", ""query"": ""budget""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Videos"", ""query"": ""budget""}",low,False,Search results for budget,synthetic_paraphrase_wrapper,en,laptop_assistant
715e58b8d262,search for assignment xlsx files in Projects right now,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Projects"", ""query"": ""assignment""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Projects"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
dfe91636fd78,hey jarvis switch off the fan in the study room right now,smart_home_off,"{""device"": ""fan"", ""room"": ""study room"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""fan"", ""room"": ""study room"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
e31c18804dbe,i want to use File Explorer,open_app,"{""app"": ""file_explorer"", ""display_name"": ""File Explorer""}",open_application,"{""app"": ""file_explorer""}",low,False,File Explorer handled,synthetic_template,en,laptop_assistant
015d8824919c,hey jarvis brightness 60 percent right now,set_brightness,"{""level"": 60}",set_screen_brightness,"{""level"": 60}",low,False,Brightness set to 60%,synthetic_paraphrase_wrapper,en,laptop_assistant
fbde26195906,find photo files in Videos,search_files,"{""file_type"": ""pptx"", ""folder"": ""Videos"", ""query"": ""photo""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Videos"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_template,en,laptop_assistant
a520ee6bfdc8,hey jarvis remind me to call mom at 9:30 am please,set_reminder,"{""task"": ""call mom"", ""time"": ""at 9:30 am""}",set_reminder,"{""task"": ""call mom"", ""time"": ""at 9:30 am""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
89981443c5d5,play calm music,play_music,"{""query"": ""calm music""}",play_music,"{""query"": ""calm music""}",low,False,Playing calm music,synthetic_template,en,laptop_assistant
c539834cd373,set brightness to 30 percent,set_brightness,"{""level"": 30}",set_screen_brightness,"{""level"": 30}",low,False,Brightness set to 30%,synthetic_template,en,laptop_assistant
f9abaf7e443b,set volume to 45 percent,set_volume,"{""level"": 45}",set_system_volume,"{""level"": 45}",low,False,Volume set to 45%,synthetic_template,en,laptop_assistant
779bf1817adb,schedule team meeting tomorrow in 20 minutes,create_calendar_event,"{""date"": ""tomorrow"", ""time"": ""in 20 minutes"", ""title"": ""team meeting""}",create_calendar_event,"{""date"": ""tomorrow"", ""time"": ""in 20 minutes"", ""title"": ""team meeting""}",medium,True,Calendar event confirmation required,synthetic_template,en,laptop_assistant
78102ebdef06,remind me to charge laptop tonight,set_reminder,"{""task"": ""charge laptop"", ""time"": ""tonight""}",set_reminder,"{""task"": ""charge laptop"", ""time"": ""tonight""}",low,False,Reminder created,synthetic_template,en,laptop_assistant
fbdd2e0a3682,i need you to look for resume documents when possible,search_files,"{""file_type"": ""zip"", ""folder"": ""Screenshots"", ""query"": ""resume""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Screenshots"", ""query"": ""resume""}",low,False,Search results for resume,synthetic_paraphrase_wrapper,en,laptop_assistant
ddd511fde07a,open the Desktop directory right now,open_folder,"{""folder"": ""Desktop""}",open_folder,"{""folder"": ""Desktop""}",low,False,Desktop folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
bc9e96bb2337,look for presentation documents,search_files,"{""file_type"": ""png"", ""folder"": ""Documents"", ""query"": ""presentation""}",search_files,"{""file_type"": ""png"", ""folder"": ""Documents"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_template,en,laptop_assistant
65e6cf7444bc,search for resume mp4 files in Videos,search_files,"{""file_type"": ""mp4"", ""folder"": ""Videos"", ""query"": ""resume""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Videos"", ""query"": ""resume""}",low,False,Search results for resume,synthetic_template,en,laptop_assistant
c41d23bc9aac,could you remind me to check email next Monday when possible,set_reminder,"{""task"": ""check email"", ""time"": ""next Monday""}",set_reminder,"{""task"": ""check email"", ""time"": ""next Monday""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
e3e9d71ddf53,save a screenshot,take_screenshot,{},take_screenshot,{},low,False,Screenshot captured,synthetic_template,en,laptop_assistant
6f481a4358ec,jarvis look for photo documents for me,search_files,"{""file_type"": ""py"", ""folder"": ""Downloads"", ""query"": ""photo""}",search_files,"{""file_type"": ""py"", ""folder"": ""Downloads"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_paraphrase_wrapper,en,laptop_assistant
f502a6aa72bb,enable bedroom AC quickly,smart_home_on,"{""device"": ""AC"", ""room"": ""bedroom"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""AC"", ""room"": ""bedroom"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_paraphrase_wrapper,en,laptop_assistant
d23d1b0da4d7,jarvis play some study music please,play_music,"{""query"": ""study music""}",play_music,"{""query"": ""study music""}",low,False,Playing study music,synthetic_paraphrase_wrapper,en,laptop_assistant
4e8719872e3f,please look for photo documents right now,search_files,"{""file_type"": ""docx"", ""folder"": ""Videos"", ""query"": ""photo""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Videos"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_paraphrase_wrapper,en,laptop_assistant
48f57002c1b4,open budget.zip,open_file,"{""file_name"": ""budget.zip""}",open_file,"{""file_name"": ""budget.zip""}",medium,False,budget.zip opened,synthetic_template,en,laptop_assistant
dafa7cdeb44d,rename notes.txt to notes_final.txt,rename_file,"{""new_name"": ""notes_final.txt"", ""old_name"": ""notes.txt""}",rename_file,"{""new_name"": ""notes_final.txt"", ""old_name"": ""notes.txt""}",medium,True,File rename preview created,synthetic_template,en,laptop_assistant
fbf539693735,please volume 70 percent right now,set_volume,"{""level"": 70}",set_system_volume,"{""level"": 70}",low,False,Volume set to 70%,synthetic_paraphrase_wrapper,en,laptop_assistant
463cc2e852e8,find assignment files in Projects,search_files,"{""file_type"": ""pptx"", ""folder"": ""Projects"", ""query"": ""assignment""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Projects"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_template,en,laptop_assistant
6192ca5a9669,i need you to remind me to submit assignment at 9:30 am quickly,set_reminder,"{""task"": ""submit assignment"", ""time"": ""at 9:30 am""}",set_reminder,"{""task"": ""submit assignment"", ""time"": ""at 9:30 am""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
ac6f4e373081,i need you to open script.mp4 when possible,open_file,"{""file_name"": ""script.mp4""}",open_file,"{""file_name"": ""script.mp4""}",medium,False,script.mp4 opened,synthetic_paraphrase_wrapper,en,laptop_assistant
c94ffeab6ca2,can you look for meeting documents right now,search_files,"{""file_type"": ""docx"", ""folder"": ""Screenshots"", ""query"": ""meeting""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Screenshots"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
b05583b8a52d,hey jarvis decrease brightness by 10 percent right now,decrease_brightness,"{""delta"": 10}",adjust_screen_brightness,"{""delta"": 10, ""direction"": ""down""}",low,False,Brightness decreased by 10%,synthetic_paraphrase_wrapper,en,laptop_assistant
2e462c5d92fc,look for invoice documents,search_files,"{""file_type"": ""jpg"", ""folder"": ""Downloads"", ""query"": ""invoice""}",search_files,"{""file_type"": ""jpg"", ""folder"": ""Downloads"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_template,en,laptop_assistant
e50627b59c1e,i need you to search for project report png files in Desktop,search_files,"{""file_type"": ""png"", ""folder"": ""Desktop"", ""query"": ""project report""}",search_files,"{""file_type"": ""png"", ""folder"": ""Desktop"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_paraphrase_wrapper,en,laptop_assistant
348548ffd346,hey jarvis show me docx files related to invoice please,search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""invoice""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
9c27a01f0944,jarvis look for resume documents quickly,search_files,"{""file_type"": ""pptx"", ""folder"": ""Music"", ""query"": ""resume""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Music"", ""query"": ""resume""}",low,False,Search results for resume,synthetic_paraphrase_wrapper,en,laptop_assistant
b44042ea9fae,hey jarvis run PowerShell,open_app,"{""app"": ""powershell"", ""display_name"": ""PowerShell""}",open_application,"{""app"": ""powershell""}",low,False,PowerShell handled,synthetic_paraphrase_wrapper,en,laptop_assistant
0a9a5783e4b4,could you look for assignment documents,search_files,"{""file_type"": ""py"", ""folder"": ""Videos"", ""query"": ""assignment""}",search_files,"{""file_type"": ""py"", ""folder"": ""Videos"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
5a43b57c204c,please search for photo docx files in Projects when possible,search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""photo""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_paraphrase_wrapper,en,laptop_assistant
e06455965f99,please schedule project review on Friday tomorrow morning right now,create_calendar_event,"{""date"": ""on Friday"", ""time"": ""tomorrow morning"", ""title"": ""project review""}",create_calendar_event,"{""date"": ""on Friday"", ""time"": ""tomorrow morning"", ""title"": ""project review""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
de92a1bd724d,jarvis switch to WhatsApp right now,switch_app,"{""app"": ""whatsapp"", ""display_name"": ""WhatsApp""}",switch_application,"{""app"": ""whatsapp""}",low,False,WhatsApp handled,synthetic_paraphrase_wrapper,en,laptop_assistant
4fe7d07cecbd,enable study room speaker,smart_home_on,"{""device"": ""speaker"", ""room"": ""study room"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""speaker"", ""room"": ""study room"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_template,en,laptop_assistant
aff3c8444097,show me pdf files related to notes,search_files,"{""file_type"": ""pdf"", ""folder"": ""Desktop"", ""query"": ""notes""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Desktop"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_template,en,laptop_assistant
f866497631e1,please look for budget documents for me,search_files,"{""file_type"": ""txt"", ""folder"": ""Videos"", ""query"": ""budget""}",search_files,"{""file_type"": ""txt"", ""folder"": ""Videos"", ""query"": ""budget""}",low,False,Search results for budget,synthetic_paraphrase_wrapper,en,laptop_assistant
0ad5847f30e5,look for project report documents,search_files,"{""file_type"": ""mp4"", ""folder"": ""Music"", ""query"": ""project report""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Music"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_template,en,laptop_assistant
861c5f4f1b1f,show me py files related to meeting,search_files,"{""file_type"": ""py"", ""folder"": ""Downloads"", ""query"": ""meeting""}",search_files,"{""file_type"": ""py"", ""folder"": ""Downloads"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_template,en,laptop_assistant
287a4aed4f4e,can you show me png files related to notes for me,search_files,"{""file_type"": ""png"", ""folder"": ""Screenshots"", ""query"": ""notes""}",search_files,"{""file_type"": ""png"", ""folder"": ""Screenshots"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_paraphrase_wrapper,en,laptop_assistant
e4269fbe1a19,i need you to put speaker volume at 60 percent quickly,set_volume,"{""level"": 60}",set_system_volume,"{""level"": 60}",low,False,Volume set to 60%,synthetic_paraphrase_wrapper,en,laptop_assistant
d9f13c76974a,i need you to jarvis set sound to 35 quickly,set_volume,"{""level"": 35}",set_system_volume,"{""level"": 35}",low,False,Volume set to 35%,synthetic_paraphrase_wrapper,en,laptop_assistant
03bc4952ae49,set volume to 95 percent for me,set_volume,"{""level"": 95}",set_system_volume,"{""level"": 95}",low,False,Volume set to 95%,synthetic_paraphrase_wrapper,en,laptop_assistant
f0dc3f37fe34,could you remind me to charge laptop in 20 minutes when possible,set_reminder,"{""task"": ""charge laptop"", ""time"": ""in 20 minutes""}",set_reminder,"{""task"": ""charge laptop"", ""time"": ""in 20 minutes""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
8541189f46c3,brightness 50 percent,set_brightness,"{""level"": 50}",set_screen_brightness,"{""level"": 50}",low,False,Brightness set to 50%,synthetic_template,en,laptop_assistant
fa7f88e93de5,hey jarvis pause the video,pause_media,"{""action"": ""pause""}",pause_media,"{""action"": ""pause""}",low,False,Media playback updated,synthetic_paraphrase_wrapper,en,laptop_assistant
2b1390941f00,jarvis volume 100 percent please,set_volume,"{""level"": 100}",set_system_volume,"{""level"": 100}",low,False,Volume set to 100%,synthetic_paraphrase_wrapper,en,laptop_assistant
3fe72ed1b268,add submit it before evening to shopping list,append_note,"{""content"": ""submit it before evening"", ""title"": ""shopping list""}",append_to_note,"{""content"": ""submit it before evening"", ""title"": ""shopping list""}",low,False,Note shopping list updated,synthetic_template,en,laptop_assistant
ba83fd844888,find photo files in Documents,search_files,"{""file_type"": ""pptx"", ""folder"": ""Documents"", ""query"": ""photo""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Documents"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_template,en,laptop_assistant
a3106b794726,please set volume to 10 percent for me,set_volume,"{""level"": 10}",set_system_volume,"{""level"": 10}",low,False,Volume set to 10%,synthetic_paraphrase_wrapper,en,laptop_assistant
7befc00e765f,please please close Terminal quickly,close_app,"{""app"": ""terminal"", ""display_name"": ""Terminal""}",close_application,"{""app"": ""terminal""}",medium,False,Terminal handled,synthetic_paraphrase_wrapper,en,laptop_assistant
2317188e680e,could you open Projects for me,open_folder,"{""folder"": ""Projects""}",open_folder,"{""folder"": ""Projects""}",low,False,Projects folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
565f1ede43a1,next video,next_track,{},next_media_track,{},low,False,Skipped to next track,synthetic_template,en,laptop_assistant
e3dcd81105f0,please run my scrape_notes.py script when possible,run_script,"{""script_name"": ""scrape_notes.py""}",run_script,"{""script_name"": ""scrape_notes.py""}",high,True,Script execution confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
7b5474d63b4b,can you remind me to take medicine tomorrow morning please,set_reminder,"{""task"": ""take medicine"", ""time"": ""tomorrow morning""}",set_reminder,"{""task"": ""take medicine"", ""time"": ""tomorrow morning""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
b8921e9940ab,could you set volume to 30 percent when possible,set_volume,"{""level"": 30}",set_system_volume,"{""level"": 30}",low,False,Volume set to 30%,synthetic_paraphrase_wrapper,en,laptop_assistant
976fd76e4395,look for script documents,search_files,"{""file_type"": ""docx"", ""folder"": ""Documents"", ""query"": ""script""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Documents"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
f7213e1dadbd,open the notes file,open_file,"{""file_name"": ""notes.docx""}",open_file,"{""file_name"": ""notes.docx""}",medium,False,notes.docx opened,synthetic_paraphrase_wrapper,en,laptop_assistant
d25f9fc0b2c3,hey jarvis turn off living room AC,smart_home_off,"{""device"": ""AC"", ""room"": ""living room"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""AC"", ""room"": ""living room"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
d08c2703d571,jarvis set brightness to 20 percent when possible,set_brightness,"{""level"": 20}",set_screen_brightness,"{""level"": 20}",low,False,Brightness set to 20%,synthetic_paraphrase_wrapper,en,laptop_assistant
a92d14aaf871,open the assignment file,open_file,"{""file_name"": ""assignment.xlsx""}",open_file,"{""file_name"": ""assignment.xlsx""}",medium,False,assignment.xlsx opened,synthetic_template,en,laptop_assistant
